layer,head,spearman_cv
4,14,0.1253678947687149
1,12,0.12513606250286102
27,5,0.12375068664550781
6,8,0.12337183207273483
2,29,0.12334921211004257
2,31,0.12326439470052719
25,13,0.12198080122470856
6,17,0.12167545408010483
6,7,0.121223084628582
1,28,0.12069155275821686
26,12,0.12040317058563232
6,2,0.11924397945404053
4,12,0.11814133822917938
22,1,0.11742886155843735
21,29,0.11641103029251099
6,20,0.11567027866840363
29,27,0.11543279141187668
4,4,0.11257722228765488
22,20,0.10986867547035217
6,23,0.10808182507753372
21,13,0.10458728671073914
8,20,0.10424800962209702
22,7,0.10358642041683197
6,24,0.10324715077877045
4,7,0.1028965637087822
22,6,0.10209926962852478
5,12,0.10203706473112106
21,8,0.10198052227497101
1,17,0.10048205405473709
5,24,0.09998445212841034
6,3,0.09993921220302582
1,20,0.09656907618045807
17,18,0.09370220452547073
6,21,0.09125376492738724
21,16,0.09117460250854492
4,11,0.09097668528556824
1,22,0.08986273407936096
7,13,0.0893820971250534
21,6,0.08805326372385025
20,9,0.08723334968090057
20,12,0.0864134356379509
3,12,0.08626075834035873
20,11,0.08535037189722061
5,22,0.08263617008924484
27,10,0.08058920502662659
21,5,0.07788065820932388
27,8,0.07746787369251251
7,25,0.07706639915704727
1,19,0.07669319957494736
8,1,0.07456141710281372
4,28,0.07324954867362976
2,23,0.07117431610822678
24,15,0.07095944136381149
24,30,0.06978894025087357
5,19,0.06887289881706238
7,32,0.06845445930957794
4,5,0.06809821724891663
4,6,0.06765151023864746
4,26,0.06755538284778595
2,4,0.06695599108934402
2,30,0.06557061523199081
26,27,0.06542360037565231
7,26,0.06455279141664505
31,26,0.06382900476455688
8,18,0.061239201575517654
15,17,0.06032316014170647
1,4,0.060108285397291183
2,22,0.060080014169216156
3,4,0.059983883053064346
3,30,0.0586211271584034
4,10,0.05658547580242157
2,12,0.05601436272263527
4,3,0.055120937526226044
4,31,0.05342455953359604
22,17,0.0521409697830677
21,12,0.0511457622051239
1,15,0.050376735627651215
4,22,0.04920058324933052
1,21,0.04644114151597023
5,21,0.04303142428398132
6,11,0.042030561715364456
6,22,0.04175348952412605
6,16,0.04005711153149605
18,19,0.04000622034072876
2,21,0.038649119436740875
5,23,0.03644382953643799
4,25,0.03523940220475197
7,17,0.03497929126024246
4,32,0.03401235491037369
7,14,0.03275703638792038
31,25,0.03238948807120323
6,1,0.03184664621949196
22,4,0.031631771475076675
21,15,0.02963004820048809
4,13,0.029426483437418938
31,8,0.029149407520890236
5,7,0.027402140200138092
7,3,0.026276877149939537
3,23,0.02583581954240799
4,9,0.025078104808926582
7,31,0.022431755438447
8,17,0.02219991758465767
22,5,0.02022646553814411
1,30,0.01935000531375408
27,15,0.018388723954558372
24,13,0.016511401161551476
1,10,0.014436166733503342
3,29,0.014153437688946724
5,16,0.013582323677837849
7,16,0.010121715255081654
5,20,0.007464058231562376
5,2,0.006457541137933731
2,1,0.006327485665678978
5,32,0.005818572361022234
5,31,0.004602835979312658
19,4,0.004461470991373062
1,31,0.00022618357616011053
2,13,-0.002414509654045105
3,26,-0.0028159855864942074
5,8,-0.0034323357976973057
2,5,-0.0070682368241250515
1,11,-0.007271802052855492
1,9,-0.008159572258591652
23,25,-0.00836313795298338
3,9,-0.009544947184622288
5,30,-0.010376171208918095
23,26,-0.011173469014465809
7,30,-0.011959456838667393
3,13,-0.012587116099894047
21,14,-0.014226946979761124
6,9,-0.014385275542736053
2,14,-0.015770649537444115
23,3,-0.018507471308112144
5,6,-0.019672317430377007
6,12,-0.02063925191760063
22,18,-0.02173624187707901
2,8,-0.021775823086500168
2,6,-0.021838024258613586
5,1,-0.02252788469195366
5,15,-0.02352309226989746
7,27,-0.02638431452214718
7,20,-0.030704420059919357
4,1,-0.03099280409514904
5,25,-0.03201628476381302
3,27,-0.03391057252883911
23,5,-0.03393319249153137
24,32,-0.03464566916227341
4,24,-0.0352337472140789
25,6,-0.035318564623594284
21,7,-0.0371110700070858
16,24,-0.03777831047773361
5,28,-0.03784051164984703
23,7,-0.03799884021282196
3,1,-0.03821936994791031
3,18,-0.03831549733877182
3,25,-0.03949165344238281
3,22,-0.042126692831516266
3,17,-0.043297190219163895
3,24,-0.04384003207087517
4,18,-0.045400697737932205
7,28,-0.04590960964560509
21,31,-0.047894373536109924
3,28,-0.05219186097383499
2,24,-0.05222013220191002
5,3,-0.05223144218325615
9,2,-0.054804280400276184
4,19,-0.057213135063648224
3,15,-0.057869069278240204
23,8,-0.06378376483917236
1,16,-0.064496248960495
4,30,-0.0670408084988594
5,4,-0.06852796673774719
3,14,-0.0686071366071701
2,10,-0.07182459533214569
4,21,-0.07586762309074402
2,3,-0.07601464539766312
24,16,-0.07725299894809723
1,2,-0.08010856807231903
2,7,-0.08199154585599899
2,17,-0.08237605541944504
1,1,-0.08296413719654083
1,5,-0.08327513933181763
3,10,-0.08408374339342117
5,10,-0.08645302057266235
27,2,-0.08852825313806534
2,2,-0.09059783071279526
22,9,-0.09084098041057587
5,29,-0.09248080849647522
1,32,-0.09288793802261353
2,9,-0.09650122374296188
1,23,-0.09712322801351547
3,16,-0.09758125245571136
1,7,-0.09961124509572983
23,28,-0.1039087325334549
3,32,-0.10679823160171509
2,18,-0.10847198963165283
23,6,-0.1101740226149559
1,29,-0.11173468828201294
3,8,-0.1189216673374176
3,11,-0.11985467374324799
3,5,-0.12174330651760101
4,29,-0.12200342118740082
1,24,-0.12479113042354584
1,8,-0.12801425158977509
2,11,-0.1300046592950821
3,19,-0.13044007122516632
5,5,-0.13218733668327332
4,27,-0.138718381524086
5,18,-0.13962312042713165
1,13,-0.14173229038715363
24,14,-0.1442033350467682
1,6,-0.14759044349193573
1,14,-0.16453158855438232
2,16,-0.16614879667758942
3,20,-0.16692347824573517
3,6,-0.16854634881019592
4,23,-0.1697111874818802
4,20,-0.1737881451845169
3,21,-0.17774070799350739
3,7,-0.18376849591732025
22,3,-0.18830348551273346
22,2,-0.18934392929077148
4,17,-0.1929798275232315
2,27,-0.19353963434696198
2,15,-0.20761390030384064
2,28,-0.2102489471435547
2,25,-0.21464255452156067
2,19,-0.2213432490825653
3,2,-0.22773858904838562
2,20,-0.23006261885166168
2,26,-0.2522851526737213
22,11,-0.2999250888824463
